team_a_ppg_dif_l4,team_b_ppg_dif_l4,team_a_shots_average,team_b_shots_average,predict_xg_overall_team_a,predict_xg_overall_team_b,position_a_prematch,position_b_prematch,predict_xg_home_team_a,predict_xg_away_team_b,Result
0.6,1.0,13.5,14.83,2.925,1.17,3,7,3.94586,1.02168,2
1.0,6.0,17.0,13.0,1.29,1.5162,11,8,1.60581,1.33723,1
6.0,1.5,10.67,13.5,2.01,3.1122,12,10,2.06006,2.41993,0
0.857143,0.857143,9.0,10.5,1.17,1.5372,5,4,1.31855,1.16476,0
2.0,1.2,10.14,16.5,1.29,1.8369,11,7,1.52457,1.39202,2
2.4,0.166667,15.83,11.83,2.0,1.3689,4,2,3.12047,1.0225,2
1.2,0.857143,12.33,15.67,2.9,1.66,1,5,3.40106,1.01304,1
1.0,8.0,12.75,15.57,2.675,1.425,6,9,2.80939,1.17039,1
0.665,1.0,12.71,13.43,1.0,2.15,4,2,1.4606,2.08175,2
0.132,1.0,11.57,14.0,0.86,1.088,1,1,0.893855,0.64491,1
1.33,2.66667,11.14,10.75,2.7702,1.29,5,9,3.56357,1.15995,2
2.66667,1.71429,16.57,12.86,1.28,3.3598,7,1,1.59761,2.83239,1
0.67,2.0,11.14,10.86,1.44,1.29,8,8,1.7909,0.731597,1
0.591111,0.697778,15.57,9.43,1.3502,1.14,3,3,1.27513,0.859931,2
5.32,1.33333,13.57,15.43,1.14,3.182,9,4,1.57015,2.89953,1
4.0,1.0,14.14,17.57,1.2298,1.0,7,10,1.47479,0.687017,2
1.71429,1.0,10.38,9.38,1.5625,2.625,9,4,1.60906,1.99582,0
2.25,0.4,11.67,15.25,1.38,2.914,11,4,1.76803,2.43524,1
1.71429,1.0,13.62,11.75,2.985,0.5544,1,11,4.27858,0.412179,0
1.0,1.0,16.5,12.5,1.5488,1.25,12,12,1.81785,1.1154,2
1.5,4.5,12.62,14.38,0.9831,0.84,5,7,1.4167,0.824957,0
1.5,0.75,12.25,12.78,3.0885,1.4896,3,7,4.33041,1.30381,2
1.0,0.428571,15.0,11.62,1.37,1.8531,10,2,1.79933,1.55018,0
1.5,2.5,13.88,11.38,2.025,1.4094,3,6,2.4114,0.97413,2
0.8,3.5,13.25,16.0,2.055,0.8475,1,8,2.69926,0.826839,2
1.86667,1.75,16.67,11.22,1.3542,1.2168,8,4,1.7249,1.03448,0
0.8,1.5,11.6,13.44,0.979,2.465,9,2,0.948335,1.74173,0
0.56,1.28571,15.67,14.33,3.78,2.0736,3,8,4.12832,1.91594,0
0.56,1.33333,10.67,12.0,1.3542,3.12,7,4,1.7367,2.39474,1
2.8,1.33333,14.11,14.44,0.67,1.4774,8,4,0.77321,0.9417,2
0.44,1.0,10.89,12.33,0.67,1.9647,9,4,0.78888,1.0342,0
0.8,1.2,11.89,16.33,2.0252,1.1837,6,9,2.53502,1.05233,0
2.4,1.71429,10.44,13.78,1.1837,2.7084,5,1,1.35011,2.77272,1
0.48,8.0,12.4,12.78,2.158,1.4,7,9,2.4162,1.20484,1
1.22,0.628,13.6,16.3,2.1,1.8,4,2,3.02014,1.41512,0
0.33,1.77333,12.9,14.4,0.8,0.9,10,8,0.918756,0.798256,1
1.0,1.064,15.7,11.64,1.467,1.534,11,10,1.69584,1.32011,1
1.44667,1.064,12.5,16.8,2.8,1.5,3,7,3.18867,1.1587,0
0.382857,0.297778,12.0,11.9,1.6,1.1,5,8,1.97531,0.966282,0
0.446667,2.0,13.8,10.6,1.96,2.47,9,6,1.82778,2.17273,0
7.32,1.33333,11.3,10.3,1.12,0.98,5,10,1.62516,0.65585,0
1.20444,1.6,13.9,12.9,2.99,1.53,1,5,3.2061,1.02751,0
1.24,0.67,13.3,12.09,1.904,1.18,2,8,2.68371,1.24125,2
2.0,0.855,12.0,13.73,0.8856,1.9375,9,4,1.01164,1.25184,0
6.68,0.86,10.91,15.0,1.7408,1.2628,7,12,1.85583,1.22318,2
0.954286,1.0,16.0,12.27,1.82,2.9,4,2,2.3469,2.35083,0
0.954286,1.71,11.92,13.09,1.8018,1.5,10,11,1.99752,1.52573,1
1.032,0.89,13.82,13.73,0.5986,1.9352,7,1,0.753336,1.53885,2
1.336,3.05333,12.64,11.82,2.108,1.189,6,5,3.08321,1.0313,2
0.533333,1.832,11.45,13.91,0.91,2.0701,10,3,1.0594,1.51629,1
1.29,1.14286,16.36,12.45,1.3195,1.5805,8,5,1.34376,1.2259,0
1.06667,0.253333,10.0,13.36,1.3752,2.5256,11,8,1.73522,1.65986,0
1.504,0.645714,13.42,16.5,2.0164,1.245,5,8,2.432,0.97666,0
1.504,7.0,12.85,11.0,1.62,1.5295,9,9,1.62245,1.32337,1
0.88,1.0,10.83,13.92,0.69,1.0375,5,9,0.956698,0.775921,1
0.586667,2.33333,13.17,12.08,2.625,1.7381,10,11,2.80467,1.26554,0
1.08667,1.16667,12.92,11.92,1.836,1.16,6,11,2.03501,1.09953,1
1.904,1.2,14.08,12.08,1.8886,1.1786,2,7,2.41459,1.01336,0
0.952,0.502857,13.08,12.25,2.7028,1.7572,1,4,3.37792,1.32065,0
0.285714,0.42,13.0,10.08,1.9875,1.245,11,11,2.51084,0.997818,1
1.0,0.777778,14.42,16.08,1.1844,2.4,12,3,1.53056,2.01571,1
0.555,0.74,13.85,13.46,1.84,1.4812,8,10,2.23119,1.1787,2
1.56,1.01714,11.0,13.15,1.1135,2.0294,8,4,1.27006,1.64695,2
0.32,2.37333,14.77,13.31,1.54,0.92,2,7,1.90685,0.794143,0
1.0,0.56,11.92,11.85,1.3578,2.701,13,9,1.86044,2.15088,0
0.593333,1.18667,13.15,16.31,1.7958,2.4674,13,10,1.76646,2.16376,1
0.84,1.78,15.62,10.54,2.6496,1.001,3,6,3.34397,0.765666,0
0.624,0.986667,13.54,11.43,3.7366,0.966,1,12,4.14003,0.763679,2
0.813333,2.24,11.92,14.0,2.3056,1.001,5,14,2.72713,0.716211,0
0.248889,0.56,10.23,13.21,1.2312,1.54,12,11,1.59376,0.962229,2
1.26667,0.457143,16.21,10.64,2.355,1.564,7,10,3.2062,1.41334,1
2.0,1.46667,13.64,13.14,0.71,1.3299,13,7,0.842221,1.08852,0
0.571429,0.32,13.36,14.93,1.4104,2.775,8,2,1.49201,1.99578,1
1.6,0.8,10.64,13.93,0.6715,3.2747,6,1,0.877595,2.43964,0
10.0,1.46667,11.57,13.0,2.4596,1.71,8,12,3.01605,1.51864,0
0.8,0.55,11.21,13.5,1.21,1.3803,7,7,1.3915,1.29298,0
0.285714,1.46667,11.33,11.64,2.0406,1.53,10,11,2.3328,1.19927,2
0.971429,0.866667,12.93,12.0,1.647,1.4694,5,4,2.34879,1.16701,0
1.6,0.888889,13.53,15.79,1.3696,2.316,9,3,1.58316,1.75336,1
2.81333,1.0,12.17,8.0,2.67,2.1528,8,8,1.68156,1.77029,0
12.0,12.0,11.17,11.67,1.9422,4.3056,9,6,2.61666,4.70407,1
1.0,0.6,10.33,9.67,1.5272,1.33,2,1,1.10567,0.695161,1
0.666667,0.857143,10.67,10.67,1.7689,3.7101,5,4,2.68199,3.91885,0
1.40667,3.0,9.83,10.17,3.735,1.2328,2,7,3.5652,1.29281,0
2.4,0.857143,13.0,15.67,2.16,3.255,3,4,1.87108,2.49918,1
1.0,6.0,10.29,12.71,2.6847,5.44,8,5,2.06228,5.08511,0
1.0,1.11333,8.14,11.71,1.57,4.84,9,5,1.77888,3.75186,2
1.14286,1.07,10.29,10.86,1.7424,3.7,6,2,1.91134,3.05991,1
1.89,2.4,11.57,12.71,3.14,2.01,6,7,3.46072,1.72159,2
1.14286,0.444444,14.71,10.14,2.752,1.57,3,4,3.29769,1.42322,0
0.8,4.0,10.14,11.43,3.8394,0.5112,1,10,4.68534,0.581738,2
0.91,0.857143,12.0,12.25,2.7863,1.41,1,4,2.59924,0.954796,2
10.0,1.0,13.75,11.62,3.5175,3.375,5,6,3.63481,2.89101,0
1.2,0.825,12.12,10.5,0.7656,2.2331,7,2,0.551782,1.57794,2
1.0,1.0,9.88,10.0,3.2606,2.445,4,7,3.5617,2.75628,0
2.0,0.25,10.88,8.0,3.9375,1.75,5,8,3.01133,1.22228,0
0.5,0.6,11.12,14.75,0.7656,5.3325,9,3,0.786444,5.09268,1
0.76,0.697778,12.73,15.36,2.6488,3.534,7,4,3.81802,3.45218,1
2.0,0.571429,10.67,9.73,2.1625,1.4325,3,6,3.2443,1.86746,1
1.0,1.2,10.78,15.11,1.5842,3.9078,4,1,1.39433,2.88891,1
1.0,1.86667,10.67,11.78,2.0826,5.6852,10,6,2.44199,5.87617,1
0.333333,1.33333,11.44,10.44,1.911,2.0374,7,8,1.65275,2.36738,2
3.0,1.5,14.89,11.67,1.6458,2.9548,4,1,1.8608,2.935,0
1.16667,0.5,10.11,12.33,2.232,2.7768,3,5,2.38491,2.14271,0
2.33,1.37143,10.8,10.27,1.1753,2.9568,9,2,0.609943,1.96294,2
1.064,0.446667,12.8,11.8,2.04,1.2,7,8,2.52261,1.28005,2
1.77333,0.8,11.4,10.3,4.541,3.74,7,6,5.81802,3.39934,1
1.22,1.6,15.1,11.0,3.15,2.56,5,4,3.45423,1.87411,0
0.61,0.893333,15.0,7.09,4.775,0.819,1,10,5.03653,0.97821,0
1.33143,5.6,10.7,11.1,4.25,0.81,3,11,4.07232,0.630695,0
0.62,1.0,15.36,11.73,3.5814,0.7462,1,9,4.1415,0.876663,0
1.90667,1.14,10.36,10.55,3.7714,3.658,8,5,3.94769,2.46288,0
0.568,1.16,10.64,11.0,3.6735,1.7876,10,12,2.76,1.6794,0
0.817143,2.09333,11.36,7.67,3.69,0.6806,2,11,3.87826,0.630227,2
1.0,0.666667,11.38,14.92,0.9225,2.2695,3,1,1.11284,2.61076,1
1.33333,0.833333,11.67,10.75,1.9422,2.8125,9,6,2.13111,2.78588,2
1.0,3.0,10.75,12.33,1.4525,4.2175,11,7,1.62372,3.67804,2
2.09333,0.416667,7.69,14.75,1.3356,5.2056,10,2,1.39321,4.64887,1
0.697778,0.8,9.33,11.0,3.9936,2.7889,4,8,3.99921,2.79103,0
1.0,1.2,10.75,12.17,1.3272,2.8914,5,2,1.79541,2.42372,2
2.13,1.94,11.93,10.86,3.5721,2.3647,4,6,5.18539,2.8674,0
1.25333,0.233333,11.86,12.43,0.7998,1.935,9,3,0.908393,1.53687,2
7.0,0.624,10.64,15.21,1.1154,5.0609,11,2,1.29234,4.44437,1
0.852,3.12,9.79,12.21,3.44,2.355,4,8,3.35445,1.78999,0
9.64,1.65,6.87,11.0,1.1972,3.3441,10,5,1.27181,2.92955,1
0.803333,0.965714,14.71,10.29,6.0651,1.7548,1,7,6.79675,2.28621,0
0.48,1.6,14.46,12.0,3.003,1.3432,2,10,3.24257,1.27098,2
2.88,2.33333,12.08,11.57,1.9266,2.4167,8,5,1.68509,1.7055,1
0.228571,0.823333,10.77,14.62,2.23,6.5835,7,1,2.02971,5.12139,1
1.312,0.777778,11.85,9.62,2.3409,1.768,3,4,2.92225,1.50094,2
0.856,2.2,11.15,7.43,3.1878,1.7696,9,11,2.80209,1.96287,0
1.47,4.52,10.85,10.46,3.5574,1.5045,6,12,4.17488,1.26332,0
2.81333,0.954286,12.0,11.07,1.3398,1.92,9,5,1.46258,1.65439,0
0.593333,1.67,10.0,10.47,3.8862,4.26,7,6,3.53783,4.10884,0
1.42,0.56,12.0,12.67,1.296,1.484,3,4,1.8367,1.5315,1
0.852,0.624,9.73,15.53,2.702,3.276,3,2,2.88343,2.6225,0
9.32,1.32,7.06,10.6,1.656,1.696,10,11,1.61631,1.65676,2
0.703333,6.24,14.4,12.0,4.648,1.47,1,8,4.61068,1.33106,0
0.6,0.866667,10.44,11.94,0.9856,2.2372,10,7,1.05596,2.19672,2
3.56,6.8,10.25,7.59,4.4943,1.9532,7,9,4.4881,1.66801,0
1.0,0.733333,12.38,14.19,1.3536,2.2275,3,1,1.45153,1.90274,1
0.857143,0.44,11.44,9.44,2.07,3.12,5,2,2.5343,2.9358,1
0.342857,1.46667,15.06,12.0,2.52,2.385,2,4,2.17629,1.61589,1
1.2,0.733333,11.81,10.06,2.76,2.7547,8,6,3.25838,3.23505,2
2.0,1.33333,7.61,11.71,0.8064,2.0398,9,7,0.815559,2.04471,1
2.26667,4.68,10.53,12.35,3.5805,3.2776,6,8,3.63628,2.47739,2
0.755556,1.05333,11.89,11.71,2.7531,1.5435,3,5,3.59842,1.66763,1
0.768,3.64,10.24,10.06,4.876,1.188,2,10,4.76834,0.988134,0
1.29714,1.6,10.18,12.59,1.6748,2.7354,6,4,1.57262,2.17291,1
0.756667,1.82,14.06,14.71,4.4064,1.9928,1,3,4.79659,1.92066,2
0.333333,0.468,11.5,13.78,1.41,4.6259,6,1,1.48076,4.30844,2
0.455,0.39,12.17,10.44,1.4208,2.4102,7,2,1.64981,2.55997,2
0.52,1.27,12.5,10.39,3.585,2.4087,3,7,4.20136,2.07518,2
0.66,0.846667,9.89,12.11,0.9213,3.5076,11,5,0.814825,2.5531,2
3.84,6.32,13.56,7.58,3.1553,1.3114,9,10,3.27009,1.33951,2
0.33,1.17,14.67,10.06,4.1,2.415,4,8,4.5689,2.612,2
1.82,0.845,11.45,11.47,1.65,1.1025,5,7,2.21377,1.43831,2
0.864,3.84,9.79,13.84,2.9458,4.407,7,4,3.48672,4.40877,2
0.92,0.768,7.15,9.84,0.9075,4.212,10,2,1.09196,4.42069,2
0.864,1.69,9.47,10.84,2.4016,2.6838,8,6,2.44166,2.5941,2
1.165,0.413333,13.0,9.32,5.5493,0.7031,1,11,6.41346,0.771007,2
3.10667,1.09143,12.79,11.79,1.3755,2.2294,9,3,1.63205,2.06548,2
1.125,5.6,10.44,8.0,3.2112,0.78,2,9,3.49975,0.940798,2
2.0,0.76,9.67,13.0,1.7689,4.0,5,3,1.9624,2.75628,1
1.0,1.0,12.8,15.5,2.0,0.7,8,9,2.22078,0.622667,1
1.6,0.886667,11.75,10.8,0.6,1.4,7,3,0.539611,1.25887,2
2.66667,0.8,13.17,12.67,1.1039,1.6683,10,8,1.1157,1.8122,0
1.0,0.8,13.75,14.25,1.2056,1.96,9,1,1.3005,1.76227,2
1.0,0.954286,13.5,16.14,1.1573,2.42,2,3,1.4339,2.06664,2
0.571429,1.0,11.25,9.5,1.305,1.13,6,7,1.57185,0.872539,2
0.74,0.5,12.92,16.36,1.16,3.18,10,3,1.33949,2.27441,2
1.5,0.356,13.92,17.2,1.225,2.528,4,2,1.47994,1.93265,1
4.8,4.6,10.85,17.09,1.5088,2.78,9,7,1.88401,2.44845,1
2.72,2.66667,11.5,12.69,2.19,1.5,8,13,2.35578,1.47914,1
1.448,1.0,11.58,12.61,1.7825,2.37,8,6,2.01769,2.48569,2
0.451429,2.37333,15.71,15.19,1.8525,2.4806,5,3,1.94286,2.14312,0
1.2,2.48,15.83,12.67,3.57,1.56,5,13,3.78806,1.42632,0
1.11333,0.888889,16.48,17.38,1.52,2.1216,4,1,1.82497,1.89622,2
1.104,1.0,14.81,10.59,2.1679,1.63,6,10,2.25497,1.61655,0
1.06667,0.88,15.21,11.43,2.2796,1.298,5,10,2.63683,1.14776,1
0.5,0.44,17.11,12.68,2.9601,1.7227,1,6,3.6342,1.44289,0
1.0,1.75,10.89,10.89,3.1488,2.7216,4,6,4.15451,3.78793,0
0.622222,1.06667,13.11,7.33,2.726,0.9879,3,9,3.08828,0.743103,0
1.0,0.583333,8.78,14.22,1.2321,3.7074,7,2,1.36741,2.13574,1
0.5,1.06667,13.0,9.11,4.5568,0.6942,1,8,4.18147,0.662218,0
2.8,0.914286,10.67,10.0,2.2211,2.4215,6,5,4.08921,2.52329,0
0.285714,1.5,10.5,9.5,1.1122,0.9711,4,7,1.6617,1.074,1
1.2,1.0,17.33,12.5,0.9628,0.75,6,2,1.28372,0.628569,0
1.0,2.0,10.83,16.83,0.9711,1.67,9,7,0.984097,1.1088,1
1.0,0.6,11.67,11.83,1.995,2.0,5,1,2.861,1.51751,1
1.0,4.0,7.67,10.5,0.585,1.16,8,5,0.566659,1.11112,1
1.0,1.2,14.5,10.17,0.8911,0.83,4,6,1.09823,0.606306,0
1.0,1.0,14.33,5.17,0.2739,0.165,6,5,0.283596,0.152619,2
4.0,2.4,9.67,11.33,0.495,1.1122,5,3,0.684154,1.08509,1
2.0,1.5,10.0,12.14,0.8151,2.2059,6,2,0.754786,1.63539,2
0.571429,1.33333,5.71,10.29,1.2198,1.3502,6,7,0.854356,1.29136,2
1.33,0.666667,10.43,15.29,0.43,0.43,8,7,0.601835,0.317951,1
0.66,0.4,7.43,14.71,0.3698,2.0096,9,3,0.291375,1.78772,1
0.8,4.0,11.0,10.86,2.0,1.4835,1,4,2.70748,1.0924,1
0.886667,0.666667,16.71,12.86,1.4592,1.43,6,7,1.8753,1.23872,0
0.886667,1.0,12.86,12.14,2.3865,1.1147,4,10,2.67986,0.895177,0
2.0,0.76,11.86,16.57,0.3698,1.4592,6,5,0.475622,1.67981,2
0.714286,1.75,15.62,9.5,1.68,0.4625,4,5,1.86635,0.533054,0
1.0,1.75,11.5,11.25,0.75,1.4025,10,5,0.799676,1.09946,2
0.5,0.777778,11.88,12.12,2.07,1.725,7,2,3.04357,1.54154,0
1.5,1.16667,10.62,16.5,1.25,1.37,2,3,1.43638,0.881359,0
0.6,0.777778,14.38,11.38,2.74,2.1244,1,1,4.35217,1.62174,0
0.5,2.0,14.75,8.25,1.5312,0.4725,4,9,1.87067,0.451609,2
1.0,1.66667,10.88,11.0,2.055,2.24,6,8,2.6695,2.14471,0
1.0,1.2,12.12,6.25,0.9856,0.315,2,5,0.99325,0.333915,0
1.4,2.8,8.44,6.33,1.2321,1.0385,7,7,1.15954,0.915178,2
1.33333,0.7,12.0,12.78,0.7448,2.2378,8,2,0.877944,1.73224,0
2.4,0.685714,8.56,11.22,1.4137,2.759,9,5,0.995634,2.44809,1
1.33333,0.933333,11.56,14.11,0.9185,1.2168,3,5,1.16581,0.845724,2
0.933333,0.466667,15.67,13.67,1.33,2.3421,5,1,1.48299,2.05732,1
1.2,0.8,11.67,11.0,1.22,1.9152,4,2,1.46312,1.60497,1
3.6,0.8,11.33,11.67,0.8658,1.33,6,6,1.17546,1.19424,2
0.56,1.6,15.33,11.56,2.1594,0.2574,4,10,2.0592,0.214833,0
1.0,0.742222,7.1,11.5,1.432,4.68,10,4,1.73099,2.88604,1
1.17,0.723333,10.5,13.7,1.12,2.52,7,1,0.884067,2.37151,1
1.0,2.0,9.1,9.8,1.76,2.565,8,6,2.57227,2.60548,1
1.77333,0.666667,8.9,14.7,0.99,5.5,9,2,1.23689,4.23671,1
0.936,0.742222,10.4,13.2,1.3,1.82,5,3,1.75046,1.70338,2
0.222222,6.0,10.67,13.33,1.5561,0.67,4,9,1.35774,0.527379,2
1.0,1.0,12.83,9.67,0.9828,0.7839,8,8,1.05005,0.886593,2
0.5,1.33333,12.5,12.83,0.3828,1.3861,4,1,0.498145,1.36881,2
0.333333,1.71429,13.5,10.83,0.67,1.74,7,3,0.819629,1.57584,2
4.0,1.71429,18.67,16.5,0.7722,1.755,5,2,0.854386,1.61484,0
1.33333,6.0,18.33,11.33,1.1039,0.335,4,10,1.36321,0.293015,1
2.4,1.0,12.5,13.67,1.17,0.67,3,6,1.34978,0.684293,1
0.666667,1.33333,10.33,16.83,1.9422,1.0,5,9,1.65395,0.535513,2
2.0,0.5,13.67,13.5,0.9711,1.74,7,6,1.1517,1.81614,0
1.0,1.0,7.17,12.33,1.17,2.1528,10,8,1.81897,1.30643,1
0.5,0.188571,15.14,12.57,1.1008,1.28,4,7,0.974032,0.874808,0
0.264,1.0,11.0,10.14,1.57,0.989,3,5,2.03692,1.12215,0
0.857143,0.76,16.43,10.86,1.28,1.14,2,4,1.53895,1.03759,0
0.67,0.5,17.14,12.43,0.86,1.7898,9,4,0.836399,1.27871,1
0.285714,2.4,12.29,13.29,1.28,0.8208,6,8,1.94382,0.620243,2
0.8,6.0,12.43,13.0,2.4649,0.6149,1,4,2.72729,0.58109,2
1.77333,0.44,10.57,8.0,1.5996,1.29,8,10,1.54678,0.795569,0
0.285714,4.0,9.86,18.14,0.57,1.43,8,3,0.465649,1.15464,1
0.146667,1.33,13.0,13.43,1.4706,1.4706,5,7,1.78252,1.29265,1
8.0,1.336,14.29,20.29,0.5041,1.1094,9,5,0.594823,0.841621,2
2.4,2.66,10.75,13.62,1.875,0.5625,3,9,1.67562,0.577401,1
0.444444,1.0,16.0,17.5,2.445,1.0,2,10,2.57527,0.863517,2
1.67,1.5,13.25,18.38,0.9831,1.5456,6,3,1.08398,1.30188,0
1.064,0.875,12.38,12.62,1.1919,1.5625,7,4,1.58344,1.08814,1
1.125,1.03556,12.38,13.0,2.025,0.63,1,7,2.28342,0.567681,0
0.5,1.2,12.62,18.62,1.125,1.4094,5,6,1.31941,0.996288,1
1.5,2.22667,11.0,13.88,1.12,0.88,7,8,0.894113,0.715601,2
1.33,0.886667,11.62,11.62,1.25,1.0,8,7,1.72516,0.801547,0
0.44,1.0,8.5,10.25,1.0,0.935,11,9,1.27307,0.999787,2
1.4,1.25,12.22,12.11,1.4763,1.6226,6,7,1.74715,1.06516,0
2.0,2.5,13.56,10.56,0.7921,1.6095,8,3,0.820382,1.60628,1
0.875,0.533333,13.78,10.89,1.6226,0.6942,2,7,1.89614,0.604226,2
0.8,0.714286,12.89,16.22,1.33,1.6095,4,2,1.49539,1.42353,2
1.26667,2.0,18.11,17.0,2.0615,1.11,3,10,2.46896,1.01675,0
0.925714,0.666667,18.67,11.44,0.89,0.66,4,6,1.36585,0.439147,2
3.5,0.64,13.33,13.56,1.6226,1.4863,5,7,1.54702,1.6679,1
1.52,0.64,11.67,10.56,1.22,0.78,6,9,1.15056,0.71048,0
0.666667,0.333333,12.44,16.22,1.0858,1.9152,7,2,1.47185,1.8391,0
6.48,1.2,9.89,13.11,0.6832,3.34,11,1,0.821438,2.55648,0
0.711111,1.0,15.6,9.4,2.34,1.56,3,11,2.46557,0.87422,0
1.6,1.0,14.4,12.7,1.2,1.82,10,4,1.41208,1.5497,2
1.44,0.664,16.1,11.6,1.35,1.1,2,5,1.71954,1.26263,0
2.0,0.886667,16.4,11.9,1.2,1.6,12,6,1.51227,1.29292,0
1.0,5.32,11.8,12.6,1.92,1.68,9,7,2.36126,1.52024,0
1.12,1.25,17.6,13.9,0.9,0.98,4,2,1.13829,0.668328,2
0.8,0.8,10.6,12.1,1.3,1.56,8,5,1.70214,1.33827,0
2.4,1.14286,10.1,10.7,0.7,1.92,11,2,0.68826,1.81417,0
1.17,2.0,10.6,12.8,0.6,1.35,7,1,0.696987,0.970252,0
0.835,0.964444,13.1,17.6,0.99,1.54,6,2,0.89883,1.6201,1
2.48,2.0,12.45,10.55,1.1881,0.9271,7,10,1.24768,0.918749,0
1.22,1.67,10.82,16.55,2.3635,1.27,4,11,2.32737,1.03658,2
0.43,0.506667,13.64,16.55,1.7272,1.2376,3,2,2.33544,1.10528,2
0.715,0.651429,13.55,10.64,1.0496,1.09,5,6,1.20738,0.897631,2
0.444444,0.78,17.27,17.18,1.1808,1.28,1,5,1.63137,0.949575,0
2.29,0.785,12.73,16.27,1.37,0.928,2,1,1.6929,0.910708,2
0.571429,1.17,10.45,11.64,1.46,1.6166,7,8,1.74998,1.09227,0
1.83,5.32,11.18,13.36,1.5652,1.1648,7,9,1.3189,0.971294,0
1.90667,0.8,12.36,9.18,1.9838,1.711,8,12,2.25096,1.28026,2
0.474286,1.56,13.55,13.82,1.2862,1.2376,8,11,1.31188,1.39614,2
0.634286,0.651429,15.92,11.33,1.1122,1.1592,3,6,1.67719,1.03502,0
1.17333,0.753333,14.33,12.75,1.0556,1.5561,11,6,1.09726,1.5939,2
0.86,1.25,13.67,12.75,1.995,1.0556,4,8,2.23559,0.904801,0
1.6,2.48,16.08,12.17,1.7625,1.9875,11,9,2.16557,1.55496,2
0.613333,0.86,17.5,10.75,1.75,1.775,1,5,2.03598,1.78107,0
1.032,1.25,16.5,12.17,0.67,1.2236,7,3,0.725204,0.794087,2
1.0,0.714286,13.25,10.5,1.2753,1.67,10,6,1.27393,1.60402,1
0.67,0.5,10.83,16.67,0.67,1.8886,11,2,0.635792,1.68311,2
0.5,0.491429,10.92,13.42,1.33,0.8964,7,8,1.31157,0.766166,2
0.536,1.42667,9.17,13.58,1.35,2.3,12,6,1.63297,1.97894,1
0.634286,0.444,15.77,10.23,1.5622,1.3284,2,5,1.98504,0.980272,0
1.50667,0.74,14.69,14.69,0.8556,1.5985,11,3,0.925213,1.44391,0
1.04,0.904,16.92,12.92,1.7097,1.0,3,9,1.50627,0.994503,0
1.504,4.44,15.77,12.08,0.7935,1.898,11,4,0.854821,1.65968,1
1.22,1.26,12.0,13.31,1.3225,1.8209,10,5,1.63186,1.68956,2
1.84,0.89,16.38,10.38,1.31,0.6417,8,11,1.62209,0.526884,0
1.0,1.75,14.0,10.38,1.4145,2.3322,11,6,1.54283,2.48997,0
0.593333,1.89,11.31,12.85,1.4168,1.15,8,10,1.5142,0.890089,2
0.92,0.26,11.46,17.46,1.1316,1.4784,8,1,1.45053,1.11851,0
0.71,0.645714,9.46,12.46,1.495,2.5152,12,7,1.85174,2.20375,1
0.628571,1.33333,12.29,14.0,2.355,1.5488,5,9,2.30115,1.44167,0
3.2,0.3,10.36,16.0,1.4706,2.1352,7,1,1.64792,1.63959,1
1.064,0.6,14.79,17.43,1.2555,1.5,4,2,1.27361,1.40025,1
0.666667,1.512,12.86,16.0,1.2648,1.2198,5,6,1.72007,0.954,0
0.591111,3.0,17.5,9.86,3.8502,1.7415,1,11,4.78681,1.3338,0
0.96,1.2,11.79,11.5,1.2648,0.5504,3,8,1.79871,0.644148,0
0.488889,1.0,10.5,14.36,1.14,1.21,6,9,1.33841,1.07761,1
0.8,1.0,10.64,11.21,0.5688,1.36,10,6,0.558662,1.10306,2
1.4,0.8,12.93,12.14,1.3932,1.6302,9,9,1.47352,1.17307,0
2.66,1.04,13.07,15.07,1.395,1.4445,9,10,1.45879,1.42532,0
0.72,1.82,15.67,15.33,2.464,1.2091,1,12,3.12707,0.936415,2
6.8,0.906667,10.73,11.27,0.9198,1.302,8,6,1.03529,1.03331,2
1.8,2.0,14.47,10.67,1.6129,0.7169,5,11,1.76351,0.746519,1
0.725,0.8,12.93,14.07,1.862,1.14,4,9,1.87317,1.04637,1
0.933333,0.4,18.07,12.0,2.1809,1.764,1,4,2.57908,1.66247,2
2.1,0.5,15.8,14.2,1.1978,1.07,7,9,1.44447,0.84398,0
0.846667,0.9,10.93,11.87,0.67,1.778,7,3,0.692757,1.38374,1
1.1,2.4,11.8,12.07,1.1438,1.13,9,10,1.10813,0.76886,1
0.944,0.9,13.13,17.27,0.9831,2.142,9,2,0.963479,1.8371,2
4.72,1.2,9.53,13.8,1.9431,2.568,13,10,2.16213,2.06154,2
0.46,0.936,12.0,13.19,1.9872,1.2656,3,9,2.2122,1.11394,2
0.525714,5.68,14.25,9.56,2.1836,1.5625,10,13,2.63584,1.23631,2
0.46,1.0,17.44,15.56,1.5,1.0353,2,5,1.87512,0.867341,2
1.84,1.89333,15.19,11.31,1.59,1.695,12,8,1.91256,1.25602,0
0.736,0.508,12.06,15.88,1.2769,1.9625,10,1,1.70144,1.57362,1
0.472,6.56,12.19,10.81,2.1353,0.9558,1,8,2.49429,0.993132,0
1.0,0.937143,13.81,17.75,1.4161,2.805,11,1,1.56119,2.72416,0
0.736,0.811429,10.81,13.0,0.9072,1.6375,11,4,0.836607,1.3634,1
0.886667,1.56,11.75,14.56,1.0472,0.8625,6,5,1.16914,0.72194,0
0.76,5.08,13.69,11.75,1.0,1.0125,7,10,1.34212,1.18545,2
0.45,0.88,11.65,12.71,1.6464,1.593,4,3,1.69957,1.30984,0
