team_a_ppg_dif_l4,team_b_ppg_dif_l4,team_a_shots_average,team_b_shots_average,predict_xg_overall_team_a,predict_xg_overall_team_b,position_a_prematch,position_b_prematch,predict_xg_home_team_a,predict_xg_away_team_b,Result
0.468,1.66667,11.47,11.64,0.896,0.7597,2,3,0.956109,0.427254,1
1.1,2.34,9.88,10.64,3.1146,1.1264,1,8,3.77198,1.13139,1
0.64,1.17,10.06,10.33,1.404,1.7822,5,6,1.18896,1.39444,1
0.83,3.42,12.33,10.53,1.47,0.73,2,7,1.71982,0.654432,1
1.1,1.02857,11.87,9.75,0.7568,0.9563,3,3,0.891078,0.820632,0
2.76,1.44,10.53,10.06,0.9782,1.17,7,5,1.19215,1.17725,1
0.34,0.817143,10.64,11.5,1.5232,2.5776,8,4,1.69522,2.1348,1
1.0,1.71,8.8,12.56,1.07,2.0286,9,2,1.08837,1.81869,1
0.76,2.0,10.38,8.0,1.8864,0.7728,5,8,1.96359,0.892257,1
0.553333,1.57,9.59,10.82,1.3,0.7,3,7,1.55597,0.693624,0
0.76,1.04667,12.21,10.12,0.968,2.1648,6,1,1.0226,1.67027,1
0.954286,0.886667,10.85,12.21,1.518,1.375,4,6,1.64364,1.05132,1
1.08667,2.0,10.12,8.0,2.3616,0.6072,1,8,2.64501,0.701418,0
0.88,1.0,11.53,8.94,2.295,1.2508,3,8,2.4186,1.17186,2
0.96,0.886667,12.65,10.24,1.6638,1.29,1,5,1.77655,1.22148,0
1.22286,0.86,12.31,10.38,1.74,0.9375,2,7,2.50892,0.894963,0
1.0,0.817143,8.94,12.31,0.795,1.5,8,2,0.821326,1.04366,1
0.506667,1.33333,12.43,12.65,1.09,1.7484,4,1,1.19463,1.34815,2
1.11,0.86,8.33,10.38,1.2528,1.7375,6,7,1.16382,1.64494,2
2.33333,0.446667,10.11,9.83,1.216,1.7792,6,2,1.13376,1.49487,2
0.92,0.613333,10.9,10.63,0.869,2.0224,5,1,0.791471,1.58972,2
2.13333,1.78,11.06,11.72,0.7839,1.5,7,3,0.830232,1.29835,0
0.593333,0.152,9.83,12.23,1.5744,1.0355,2,4,2.09355,1.06357,1
1.7,1.84,11.72,10.11,2.085,1.4976,3,6,2.24163,1.41534,0
1.2,3.0,10.72,8.94,1.83,1.869,8,9,1.81627,1.75927,0
1.4,1.22,8.42,11.32,0.8976,1.5048,7,5,0.868757,1.49745,1
1.08,0.8,10.55,12.42,1.6,1.343,1,2,1.87971,1.18419,1
0.822222,0.933333,12.33,11.21,1.23,0.6142,3,6,1.67177,0.606861,0
1.06667,5.8,11.21,9.05,1.1322,1.05,6,9,1.13741,1.0098,0
1.08,1.3,10.55,9.9,1.52,0.9775,1,4,1.56505,0.841607,0
1.56,0.188571,11.32,10.53,1.9836,1.6632,5,8,2.05625,1.5062,0
5.6,0.244444,10.4,12.32,0.9085,1.7685,6,2,0.896493,1.26226,0
1.9,1.03333,10.2,11.24,1.26,1.2851,8,5,1.36591,1.10023,1
2.4,4.0,8.95,10.4,1.35,1.725,9,6,1.36212,1.73285,2
0.844444,0.971429,12.32,12.13,1.5327,0.8927,2,4,2.24769,0.879436,2
1.67,0.68,11.75,10.23,1.29,1.8745,3,1,1.43343,1.69996,0
1.1,1.0,9.81,8.7,1.4715,0.735,4,7,1.66381,0.839118,0
0.902857,1.09714,12.25,11.58,2.0,1.25,2,5,2.57783,1.23815,2
0.631111,1.016,11.23,9.91,0.9856,1.1856,7,7,1.0421,1.10727,1
1.27,0.22,10.3,12.86,1.3041,1.1904,1,3,1.32427,0.934493,1
1.2,1.1,12.0,9.24,1.6464,1.16,6,10,1.75166,0.973737,2
1.9,0.725714,10.14,12.25,1.19,2.896,9,2,1.24105,2.37482,0
4.32,0.314286,8.71,11.52,0.7638,2.0881,8,4,0.708542,2.00624,1
0.635,1.27,11.4,9.64,1.2,1.308,5,5,1.09237,0.968018,1
1.08,1.92,9.18,10.42,1.0,2.3214,9,1,1.01818,2.10762,1
0.585,0.36,9.87,10.32,2.0709,1.4884,6,7,2.22579,1.49527,0
1.18857,1.0,12.77,8.73,1.7272,0.5248,2,8,2.01121,0.560506,2
1.85,1.27,11.86,9.64,1.5,1.09,3,5,1.58227,0.890391,2
0.631111,0.96,11.41,11.4,1.908,1.308,4,5,2.32185,1.34933,0
0.977143,0.946667,9.46,10.3,2.0358,1.17,5,10,2.47481,1.20926,0
1.23333,1.02667,10.84,11.04,1.7876,0.7696,1,9,2.00557,0.711932,2
4.0,0.86,12.0,10.21,1.3104,1.3572,8,6,1.35517,1.10812,0
1.48,0.8,11.74,11.26,1.554,1.57,3,4,1.72573,1.38045,0
0.611429,0.77,11.33,13.13,0.9918,1.638,7,2,0.984585,1.13912,1
4.28,1.0,8.65,9.57,1.0488,1.4456,10,11,0.991771,1.40088,0
0.535,1.2,12.96,11.92,1.2255,1.245,2,3,1.58713,1.06849,1
0.711111,0.4,11.08,9.84,1.56,1.3392,4,4,1.57169,1.12721,0
0.893333,1.248,10.25,11.92,1.3552,2.2017,9,5,1.62269,1.90076,0
0.67,1.0,11.08,8.62,0.9727,0.78,7,8,1.02877,0.76441,2
0.94,6.0,9.83,11.5,1.3,1.7094,10,6,1.48458,1.73854,0
0.428,1.8,10.12,10.73,1.12,2.0096,5,1,1.18077,1.98065,0
0.84,1.10286,9.73,12.96,1.1176,1.3888,5,3,1.29974,1.13648,2
1.69,0.5,10.96,11.63,1.8285,1.3176,1,7,2.12625,1.21356,1
0.865,0.5,11.72,9.92,2.3104,0.9936,2,12,2.51547,0.891232,0
6.92,2.38,11.62,11.4,1.11,0.8704,8,9,1.17455,0.700525,0
0.752,0.528889,8.56,10.08,0.9432,1.5708,10,6,0.890826,1.5106,0
0.417778,1.12667,11.32,10.24,2.7456,1.3888,4,11,3.30249,1.32691,0
1.72,1.59,10.19,10.86,1.3161,2.7081,9,1,1.34744,2.3191,1
3.34,0.524,11.19,11.69,0.5808,1.66,7,1,0.707705,1.3407,1
1.6,0.613333,12.88,11.69,1.4097,1.4536,2,3,1.75126,1.28644,1
0.706667,0.6,9.54,9.74,1.196,2.158,10,4,1.24445,1.92353,0
1.0,0.44,11.86,8.77,1.5367,0.8991,5,8,1.62608,0.780462,2
0.86,1.6,10.04,11.57,1.426,1.507,5,6,1.67213,1.54993,1
1.14286,1.0,17.0,7.17,4.1917,0.585,3,7,4.13676,0.696537,2
4.0,0.666667,11.67,8.67,1.33,4.4544,6,7,1.98014,4.64612,2
1.0,3.0,12.67,11.5,0.665,1.8228,6,5,0.551215,2.23048,1
1.0,0.333333,16.67,10.0,1.9028,0.1122,1,4,2.38449,0.0859417,0
0.6,0.166667,16.5,19.33,1.1256,0.6528,2,1,1.15439,0.534282,1
1.0,1.0,6.86,12.14,1.5194,3.1104,7,7,1.55394,2.82131,1
0.44,1.71429,9.14,19.57,0.7353,2.2188,5,3,0.57526,1.95443,2
0.33,3.0,11.29,12.57,0.2451,3.28,6,4,0.276147,4.22064,1
1.0,1.14286,9.29,15.43,0.43,2.5992,7,2,0.484679,2.62134,2
0.556667,1.0,19.0,18.29,0.5012,2.268,1,1,0.798414,1.43879,1
1.33333,1.0,13.12,8.5,1.8256,0.94,6,5,1.64539,1.11906,2
1.0,1.0,17.38,7.38,7.89,0.1575,1,8,11.5026,0.0858801,0
1.8,4.0,14.75,10.62,3.7625,0.2294,3,7,3.55214,0.197105,0
1.28571,2.0,13.88,9.75,2.25,0.565,4,7,1.90324,0.568225,1
0.375,1.33333,20.25,19.0,1.305,3.6612,4,2,1.26567,4.06657,0
2.8,3.2,8.33,10.56,1.6184,0.3663,6,8,1.4282,0.327133,0
1.0,0.4,7.11,18.89,0.6105,4.65,9,4,0.575713,4.31244,1
2.0,0.8,17.67,13.56,5.34,1.55,2,7,5.99478,1.745,0
0.8,1.14286,12.89,16.22,0.4895,0.7448,5,3,0.427895,0.735665,1
2.4,1.0,9.11,18.33,0.2442,6.68,7,1,0.419765,4.3734,1
0.835,0.936,19.8,9.1,1.5,0.6,4,5,1.37104,0.708628,0
0.536,2.0,9.0,18.2,0.99,7.14,6,2,1.0665,6.39572,1
1.0,0.666667,18.4,12.8,1.98,0.24,1,5,2.20379,0.1822,2
1.24,1.0,15.8,12.9,2.977,0.7,3,6,3.267,0.68184,0
2.68,2.0,11.0,6.9,0.84,1.35,7,8,0.989207,1.298,2
2.0,0.628,18.18,20.82,3.6733,1.3448,2,4,3.42688,1.50578,2
0.57,1.2,12.55,18.0,0.612,7.2413,7,1,0.796734,5.34154,1
2.28,0.744,7.27,15.55,0.2475,3.468,9,3,0.272528,3.1756,1
0.71,5.16,12.82,11.36,2.2386,0.1971,5,8,1.87968,0.185689,0
0.8,1.86,8.73,8.82,1.5914,1.18,6,7,1.62747,1.02929,0
2.0,0.63,9.25,13.0,0.69,2.6125,7,5,0.692179,3.07597,2
12.0,0.571429,7.33,9.25,0.4536,1.9425,9,6,0.504487,1.78717,0
7.0,4.0,10.67,12.0,0.7425,3.3375,8,7,0.911161,3.57764,0
0.583333,1.052,16.75,19.67,1.5,0.75,3,4,1.25041,0.726316,1
1.2,1.50286,17.5,17.42,2.3175,1.2978,1,2,2.75289,0.900553,1
1.064,1.67,13.62,8.15,2.9397,0.4774,5,8,2.53418,0.430334,2
0.176,0.56,19.46,11.08,3.9116,0.4232,4,7,3.88252,0.405023,0
1.0,12.0,12.69,9.08,2.46,2.0739,8,7,2.13758,2.01395,1
0.666667,1.71429,10.08,17.0,0.4278,3.6039,6,1,0.520394,2.61941,1
0.932,0.84,16.85,16.31,1.9034,1.0703,2,3,2.05754,1.11314,2
0.4,1.2,7.93,17.07,0.5616,6.9148,8,2,0.627738,6.45711,1
1.14286,2.4,15.71,9.21,2.4975,0.5952,4,7,2.42113,0.584076,0
0.5,0.685714,10.79,17.86,0.2451,8.3678,8,1,0.341597,6.94844,1
0.72,0.8,20.21,13.5,1.581,1.1094,3,5,1.64283,1.37826,0
2.4,1.0,9.79,12.57,1.3696,1.6302,6,9,1.40744,1.70889,2
1.09,0.733333,8.93,10.6,2.7231,1.284,7,8,2.78936,1.10171,0
2.92,2.09,12.53,7.87,2.938,1.5244,8,8,2.56899,1.33858,0
0.324444,0.764,18.27,19.73,3.1062,1.4089,1,3,3.07626,1.1631,1
0.257143,0.73,16.53,9.27,2.324,0.402,4,6,2.61844,0.402857,0
1.225,0.44,17.93,13.47,3.13,1.064,2,5,3.3156,1.22443,0
0.42,1.55333,7.88,18.19,0.5175,7.9872,9,1,0.65995,7.44259,1
1.132,5.0,17.56,8.94,5.355,0.4725,2,6,5.86051,0.50229,0
0.723333,0.76,18.88,9.0,3.76,0.8178,3,7,3.94989,0.847793,0
0.666667,1.04571,11.19,17.12,0.3136,6.14,9,4,0.397997,5.62549,1
1.34,0.67,13.19,13.38,2.425,1.2626,5,8,2.28037,1.24358,1
0.354286,0.23,12.94,19.29,1.2408,3.6472,7,3,1.15979,3.306,2
1.0,0.8,11.12,18.41,0.413,9.9216,8,2,0.465594,9.26612,1
4.6,2.48,8.59,12.76,0.767,2.5026,6,5,0.791654,2.50543,2
0.511111,0.8,18.88,16.82,1.8054,1.484,1,4,2.12347,1.17033,0
0.413333,2.48,9.0,7.59,2.3782,1.3,7,8,2.29867,1.16574,1
0.857778,1.14,16.11,8.56,3.8745,0.4758,4,6,4.84343,0.413005,0
8.0,0.516,12.78,19.0,1.0752,2.2784,5,3,0.891055,2.0031,2
0.213333,1.17333,18.78,18.94,2.4048,2.2464,2,1,2.90074,2.15219,1
2.57333,0.285,9.22,12.61,1.7296,2.66,8,7,1.83067,2.63425,1
0.853333,1.0,7.67,10.61,2.3616,1.4884,9,10,2.47885,1.50914,1
1.335,0.475556,18.26,16.37,1.3667,1.8984,3,3,1.74364,1.76017,2
0.24,0.8,12.84,7.63,3.3396,1.2802,5,8,2.96724,1.20723,2
4.66,0.8,12.53,9.21,2.457,1.134,4,7,2.29867,1.04874,0
8.0,0.533333,8.58,18.63,0.4977,6.741,6,2,0.471397,5.79932,1
1.18667,0.8,18.68,10.95,9.638,0.5846,1,8,9.83265,0.463795,0
0.32,0.375,16.35,12.85,3.85,1.08,3,5,4.3814,0.962159,0
0.746667,0.6,10.75,12.35,0.975,4.2525,9,4,1.06726,4.99494,1
1.0,0.444444,9.15,18.9,0.7125,6.4,7,2,0.666451,6.04669,1
9.52,0.833333,8.3,19.05,0.42,6.5575,6,1,0.479007,5.46237,1
0.704,3.21333,12.57,10.71,4.0506,1.3376,5,9,3.92584,1.23775,0
0.843333,1.0,19.24,9.29,6.2525,0.6097,1,7,6.95953,0.475563,0
1.44571,0.53,16.52,12.24,2.8032,1.0792,3,4,3.28125,1.02559,0
0.235556,0.53,18.71,7.9,8.0707,0.6106,2,8,7.64892,0.604108,0
0.586667,4.24,18.14,8.38,3.8544,0.5187,3,6,4.60161,0.567935,0
1.0,2.0,8.5,7.77,1.7408,1.9762,6,8,1.59294,1.64358,1
0.813333,0.508571,19.09,12.77,5.1072,0.8448,1,5,5.77281,0.687082,1
0.893333,1.055,10.55,18.45,0.7008,6.18,9,3,0.690425,5.64567,1
0.605714,1.13778,12.32,19.14,0.9316,4.2799,4,2,0.802176,3.79296,1
1.0,0.376,9.18,16.59,0.6278,4.4726,7,3,0.748286,3.76037,1
0.56,0.626667,7.7,18.2,0.68,4.25,8,3,0.646303,4.09951,1
0.571429,0.526667,12.65,12.35,1.755,2.1735,4,4,1.8798,2.25917,0
1.0,0.28,7.91,18.61,0.5395,7.5951,6,1,0.676485,7.84023,1
1.0,1.0,10.39,8.43,1.739,1.9154,8,5,1.99542,1.99679,0
0.296667,0.82,18.83,17.52,2.4716,1.4697,2,3,2.98605,1.39229,0
0.82,1.0,18.7,9.39,4.3472,0.8265,3,7,4.69454,0.837461,2
1.0,0.444444,8.38,12.71,1.0773,3.495,7,5,1.09554,3.20246,1
0.8,0.783333,18.92,18.46,1.5675,3.33,3,2,1.61206,3.44283,0
0.8,1.10222,12.38,19.04,0.9052,4.4198,6,1,0.959938,4.08764,1
0.888889,1.53333,17.71,10.46,6.4448,0.6557,4,9,6.89551,0.548045,0
3.0,0.866667,9.62,7.83,2.3569,1.6511,8,8,2.23985,1.55281,2
0.316667,0.288889,12.6,18.36,1.184,5.2972,5,2,1.16697,4.93773,2
1.0,1.0,12.04,8.28,3.192,0.912,6,7,3.1032,0.90243,0
1.26667,1.52,10.32,9.4,1.5504,2.8704,8,7,1.70409,2.758,2
2.38,0.551111,7.84,17.92,0.64,5.6448,7,4,0.771193,5.84512,1
1.10222,0.34,18.76,18.56,2.79,1.248,1,3,2.61409,0.979306,2
0.81,3.21333,7.62,11.77,1.1858,3.75,8,6,1.28234,4.68323,1
1.04,1.065,12.35,18.08,1.46,3.2844,5,4,1.34874,2.95091,1
0.946667,1.0,9.38,8.15,2.2464,1.3464,7,8,2.44171,1.3368,0
0.315556,0.6,18.08,18.54,1.3826,2.1021,3,1,1.66048,1.85077,2
0.674286,2.13,18.35,10.73,9.702,0.6561,2,9,10.4594,0.614008,0
0.55,0.645714,10.59,12.22,1.3203,4.466,9,5,1.47242,4.38368,1
0.466667,1.23,9.46,17.68,1.0712,3.9179,7,4,1.00808,3.51706,1
2.8,1.0,7.64,8.14,1.728,1.5921,8,8,1.88348,1.7854,0
0.617143,0.691429,12.14,12.32,2.4649,2.1307,6,5,2.1511,2.06233,0
8.16,0.26,10.68,18.0,0.585,6.66,9,3,0.70804,6.23974,1
0.54,1.968,18.68,18.04,2.255,1.8727,1,2,2.29906,1.49316,0
0.284,0.568,18.17,9.34,4.4688,0.79,3,6,4.7274,0.723043,0
1.27,2.77333,17.62,7.97,5.2785,0.76,4,7,5.33031,0.773264,0
1.024,0.272,17.76,12.14,4.5451,1.3932,2,5,5.0758,1.6055,0
1.0,2.84,8.31,10.45,1.8848,1.9754,8,9,1.80147,1.71025,0
1.28,1.02,12.0,18.34,0.899,4.4226,5,1,1.04278,4.2896,1
1.69333,0.866667,11.93,8.7,3.289,1.1264,5,7,3.44032,1.15706,0
0.906667,0.365714,8.03,17.6,0.6059,7.8231,7,2,0.638274,8.12465,1
0.508,1.0,17.43,10.77,6.512,0.768,4,8,7.02782,0.792937,0
0.388571,0.992,12.17,18.6,1.2089,3.495,5,3,1.14902,3.12258,1
0.72,0.992,9.13,18.37,0.6208,5.7449,6,1,0.731947,5.29386,1
0.84,8.0,8.81,9.0,1.2566,2.2184,8,7,1.3183,2.03926,0
1.0,0.813333,10.52,8.19,2.0174,2.13,9,8,2.05329,1.93352,2
0.813333,1.29,18.29,11.94,4.2032,0.9211,1,6,4.6719,0.912556,0
0.196667,0.8,18.23,17.29,2.1526,1.6724,3,4,2.06719,1.45845,1
1.39429,0.813333,17.61,12.06,4.9077,1.2231,2,5,5.02747,1.23007,2
1.39429,0.406667,17.59,9.03,6.5142,0.5832,2,7,7.02655,0.584485,0
0.262222,0.61,18.19,8.38,5.772,0.5625,4,9,5.59066,0.492217,0
1.57333,8.44,11.75,10.59,4.3806,1.1907,6,10,3.85344,0.990039,0
1.18,1.0,12.0,9.22,3.18,1.5886,5,8,3.41651,1.54465,1
0.27,0.763333,16.97,18.12,1.3098,2.502,3,1,1.59715,2.60837,0
2.85333,1.65333,9.27,11.94,1.48,3.318,7,6,1.59005,3.44411,1
8.16,2.46,8.58,12.27,1.3148,3.8036,9,5,1.36165,3.92683,1
2.36,0.496,10.82,17.97,0.697,8.4258,10,2,0.742923,7.99998,1
0.393333,0.236667,8.97,17.03,0.6643,5.1051,8,3,0.636739,4.4123,1
0.551111,0.351111,17.79,18.42,2.0672,1.3923,1,4,2.2725,1.11849,0
0.973333,2.2,9.32,10.71,2.9682,1.7765,7,10,3.00524,1.57149,0
0.8,8.92,12.26,8.88,4.0704,1.1088,6,9,3.3472,0.985558,0
0.268,0.183333,18.12,16.94,2.4816,1.7794,2,3,2.35574,1.6164,2
0.685714,1.44667,12.59,18.18,1.14,3.6594,5,4,1.22495,3.3035,0
0.324444,0.893333,17.56,8.71,6.0836,0.434,1,8,6.81511,0.376902,0
0.866667,0.515556,8.54,12.17,0.966,3.84,8,6,1.04444,3.86542,1
2.08,0.473333,8.69,9.51,1.545,2.55,9,7,1.7493,2.66059,0
2.92,0.63,17.97,18.17,1.7762,2.2991,4,2,1.89021,2.077,0
0.876,0.72,16.74,12.57,3.6765,1.3706,3,5,4.21833,1.43587,1
2.08,0.515556,10.57,17.89,0.51,8.5143,10,1,0.646396,8.12121,1
2.0,1.2,1.83,9.17,1.01,1.566,8,5,0.0,0.0,0
1.33333,1.2,11.83,7.83,2.32,0.83,3,5,2.22534,0.446374,0
0.4,2.0,5.33,7.0,1.17,1.16,6,5,0.692046,0.415878,0
0.333333,1.0,11.67,8.33,2.7378,0.1089,2,10,2.50511,0.0551978,0
0.335,0.382857,11.0,5.29,0.7396,1.0,5,6,0.802948,0.762034,0
2.22667,0.893333,7.14,6.29,1.0,0.828,7,10,1.33572,1.13346,2
0.954286,8.0,7.71,7.43,2.4396,0.1653,4,12,2.40857,0.0598869,0
1.33,0.8,9.71,9.0,0.57,1.29,7,1,1.03637,2.06149,2
1.33,1.0,7.29,2.0,0.9804,1.43,7,8,1.63294,1.61447,2
3.0,1.25,7.38,7.5,0.3125,2.2487,12,7,0.293459,1.47593,2
1.0,0.6,10.88,6.0,2.12,0.6525,2,9,1.79056,0.353628,0
1.0,0.625,7.0,11.25,0.7656,1.68,10,5,0.790817,1.46909,0
3.2,0.533333,7.78,7.44,0.67,1.2321,7,3,1.08887,1.64899,2
0.685714,1.6,12.33,7.44,2.5632,0.22,5,11,2.33565,0.118883,0
1.12,0.64,10.44,7.22,1.2321,0.89,6,8,1.32408,1.12387,2
0.474286,0.857143,7.6,12.8,1.1,1.05,4,4,1.29651,0.694188,1
8.0,1.064,7.3,10.4,0.3,2.16,12,7,0.384406,2.01949,0
1.25,1.6,8.8,6.8,1.419,0.4,1,10,1.33843,0.224412,0
0.912,0.29,10.36,8.27,0.8938,1.09,7,5,1.17639,1.14168,0
0.635556,0.946667,13.0,8.64,1.6786,0.91,4,8,1.33154,0.528023,0
0.556667,0.48,10.4,10.0,2.1,0.99,2,5,2.12994,0.623132,0
1.72,1.0,9.64,3.55,0.91,0.9676,6,8,1.38677,1.16937,2
0.375,0.666667,12.75,7.38,0.5,0.2825,2,3,0.785231,0.263466,0
4.44,2.26,8.0,7.42,1.17,0.58,5,7,1.74816,0.365607,1
1.0,0.352,4.25,10.42,0.6225,1.7264,6,2,0.479746,1.21488,2
0.5,0.88,7.58,7.92,1.17,0.8964,6,7,1.04382,0.737498,2
0.5,0.645714,8.08,10.83,0.8464,1.6625,7,5,1.1177,1.89524,1
0.78,0.724444,11.92,12.42,1.08,0.7392,3,4,1.54591,0.709521,2
0.852,2.76,9.0,10.17,1.4497,0.3864,1,5,1.49519,0.23818,0
0.8,7.52,7.46,8.15,1.001,1.0455,7,10,0.912361,0.446871,2
0.624,0.22,7.62,7.92,1.2264,0.4485,9,12,1.23403,0.236084,2
0.78,1.33333,4.62,11.69,0.2926,0.85,8,3,0.21437,0.478962,1
3.12,4.0,9.85,8.15,1.241,0.6696,6,11,1.60208,0.644726,2
0.78,0.888,10.38,9.0,0.7562,1.1135,2,1,0.888601,0.963434,0
0.76,0.132,10.69,11.85,1.1316,1.3524,5,4,1.54054,1.48616,1
1.0,0.64,9.36,8.0,1.21,1.0602,7,10,1.28286,0.684846,1
1.31429,1.86667,8.86,4.93,1.0492,0.3096,1,10,1.21899,0.290238,2
0.166667,1.07,10.73,11.91,0.7884,0.8938,2,3,0.753943,0.518665,2
1.33333,3.0,8.36,9.5,0.9951,1.0492,10,6,1.13449,0.790967,0
1.0,0.866667,11.86,10.43,0.86,0.4104,2,5,0.918566,0.343106,0
1.46,1.33333,8.13,5.0,0.6138,1.12,11,9,0.746892,1.33065,1
1.0,2.0,8.13,9.6,0.5311,1.5051,12,6,0.825799,1.44925,2
0.512,1.51333,8.27,10.27,0.8,2.244,7,1,0.953661,2.38111,2
3.46,0.455,9.07,7.87,0.904,1.116,10,7,1.21421,1.07398,2
0.988571,0.5,11.33,9.53,1.3311,0.5022,2,8,1.65537,0.373724,0
1.0,1.064,11.6,8.93,0.5989,0.508,1,1,0.876004,0.526049,0
1.0,0.544,9.27,10.93,0.372,1.356,7,3,0.364277,1.184,1
0.8,0.736,5.06,8.56,0.9072,0.8184,9,9,0.723329,0.599755,0
0.665,0.732,7.75,11.31,0.2997,1.3328,7,1,0.373613,0.823013,0
2.36,2.72,8.94,7.94,1.6422,0.3969,3,13,1.61792,0.314599,0
0.666667,1.04571,7.75,11.44,0.7744,1.7172,9,4,1.01414,1.59166,2
0.666667,1.34,10.38,8.06,3.0625,0.42,2,14,2.42416,0.223631,0
0.428571,1.33,9.31,10.69,0.47,1.06,11,6,0.528907,0.744084,2
0.444444,1.54,11.65,7.88,1.5795,0.2773,2,12,1.84941,0.274308,0
1.5,2.42,8.94,9.06,0.5192,1.3216,9,2,0.633894,1.22423,2
0.834286,0.333333,11.06,11.18,0.553,1.2936,4,3,0.591398,1.21559,0
1.84,1.09143,7.59,6.06,0.4346,1.4924,13,7,0.734753,1.67208,2
1.0,1.21,9.41,11.12,0.616,2.5662,10,1,0.790235,2.33182,1
2.92,0.46,10.59,7.47,1.1236,0.8272,6,8,1.27398,0.735354,0
1.44,0.616,9.41,9.82,0.819,1.3144,11,6,1.22743,1.22968,1
0.315556,1.088,10.83,10.61,1.3066,0.4563,5,7,1.27681,0.44133,0
1.784,3.24,9.17,7.61,1.9758,0.308,3,12,1.7439,0.143204,0
0.912,0.428,7.33,8.28,0.9345,1.0413,9,6,1.22797,0.798259,0
1.115,1.0,6.33,9.11,1.1676,0.6889,8,10,1.24133,0.572189,1
3.16,0.968,7.61,9.06,0.583,1.1454,12,9,0.648036,1.07803,2
1.72,0.604444,9.28,11.67,0.225,1.22,10,2,0.275612,0.895576,2
0.531429,0.611429,9.78,10.72,0.9324,1.7205,7,4,1.17671,1.45112,2
0.395,2.0,10.78,9.61,2.2784,0.4489,1,11,1.98564,0.240593,2
0.276667,1.77333,11.0,9.44,1.5481,0.2775,5,12,1.21544,0.196314,0
4.72,1.0,9.5,9.25,1.2276,1.0472,8,10,1.54444,0.905833,0
0.725714,0.742222,8.32,10.89,0.3108,1.562,4,3,0.322239,1.30148,1
1.016,0.565,10.84,9.95,1.155,1.06,5,4,1.39794,0.895304,2
1.74,0.531429,9.58,6.68,0.5712,0.9954,9,6,0.896651,1.13408,2
1.18286,2.76,11.32,9.0,1.218,0.3528,2,7,1.44459,0.334582,0
0.865,1.035,10.47,10.58,1.0064,1.3746,3,1,1.31632,1.24403,0
1.42667,1.18286,9.05,9.42,0.4368,1.5196,7,2,0.568694,1.33775,2
1.34,3.72,7.53,7.37,0.7072,1.0382,11,10,1.11964,1.1162,1
3.46,0.856,9.26,7.21,0.517,0.9025,8,6,0.598003,0.627951,2
0.666667,1.6,3.83,5.17,0.17,2.1917,10,5,0.278632,1.84959,2
8.0,1.0,1.5,0.67,0.5544,1.5372,9,7,0.0,0.0,2
0.4,1.71429,2.5,4.5,0.335,2.484,8,2,0.761212,2.44444,2
0.285714,6.0,0.83,4.83,1.1122,0.6723,6,8,1.24722,0.765864,0
1.0,5.32,0.43,3.14,0.7373,0.2059,6,9,0.0,0.0,1
1.0,0.536,4.0,2.0,1.224,1.3345,8,7,3.62144,2.26364,0
2.5,1.42857,1.75,3.12,0.3844,2.805,10,2,0.0,0.0,1
0.4,0.833333,1.0,5.25,1.919,1.6356,3,6,0.0,0.0,2
5.0,0.6,0.12,2.38,0.9944,0.999,5,9,0.0,0.0,2
1.0,1.0,3.75,-0.62,0.435,1.08,9,4,0.0,0.0,2
0.866667,0.96,0.22,4.44,1.3431,0.7659,3,8,1.43966,0.917647,0
0.64,1.0,2.0,0.78,0.7546,1.6821,10,4,1.59669,1.73194,0
0.7,2.66667,-0.67,0.0,1.4472,0.8927,5,6,6.75,4.375,2
1.48571,0.64,2.67,3.22,1.7711,0.2904,1,10,0.0,0.0,0
0.936,1.11333,0.6,-0.7,1.4842,1.11,4,4,0.0,0.0,2
1.67,0.868,-0.1,3.5,0.654,2.5021,5,1,0.0,0.0,1
1.17,2.0,3.9,4.0,1.417,2.04,8,7,1.19624,0.942665,2
0.8,0.333333,1.6,0.1,0.536,1.408,8,3,0.0,0.0,1
0.536,0.666667,3.7,3.1,0.476,0.72,9,7,0.253672,0.284571,0
1.14,2.09333,1.45,4.64,1.0738,1.705,7,6,0.661795,0.271019,1
1.0,0.405714,-0.27,4.64,0.6724,0.7452,10,7,0.0,0.0,2
0.86,0.8,3.18,4.45,0.7957,1.08,8,7,0.54459,0.56514,0
0.573333,2.09333,3.36,1.27,0.9864,1.2928,7,5,1.64452,1.57022,1
0.293333,2.66667,4.36,1.91,2.2656,1.012,1,4,1.1044,0.471379,2
2.50667,1.50667,2.33,3.25,2.1168,0.7062,5,10,1.75766,0.492245,0
1.17333,0.352,1.58,0.75,0.481,1.9939,11,3,0.458802,0.702993,0
2.5,1.0,4.67,2.0,1.0556,1.1408,10,10,1.3341,0.916808,0
0.714286,0.8,-0.75,5.17,0.845,1.557,2,1,0.0,0.0,1
1.504,1.16667,5.33,0.42,1.3114,1.2519,7,4,2.5525,1.63542,1
1.2,3.52,2.25,0.08,1.3068,0.9198,6,12,0.770629,1.09091,0
1.08,0.571429,1.08,5.0,0.8004,0.427,3,8,0.83695,0.187576,2
0.835,2.37333,0.92,2.85,1.3407,0.7068,4,12,1.45236,0.388523,0
0.78,0.52,3.38,2.08,1.4847,0.8816,10,11,3.18853,1.10434,2
3.12,1.424,0.31,2.77,0.7276,2.288,13,5,0.275172,1.48271,1
